bfs_nummer,gemeinde,total_area,score_sum,mean_score
5745,Baulmes,1451239.412,4904782.378,3.380
6286,Lalden,388530.791,1313098.433,3.380
2856,Ormalingen,1478656.431,4996442.994,3.379
2336,Semsales,1071402.860,3619441.626,3.378
6627,Laconnex,1829593.617,6178875.863,3.377
5702,Arzier-Le Muids,2999097.546,10125567.561,3.376
114,Fischenthal,2136946.610,7213250.242,3.375
1205,Bürglen (UR),4337161.847,14634865.508,3.374
627,Worb,7785581.145,26266567.295,3.374
2254,Courtepin,1251848.709,4223140.461,3.374
3006,Urnäsch,1206473.449,4069548.833,3.373
3782,Celerina/Schlarigna,3412752.095,11510601.107,3.373
159,Uetikon am See,1880529.271,6342187.314,3.373
3732,Flims,5327714.419,17967284.968,3.372
6110,Leuk,4710011.609,15883567.319,3.372
4228,Boswil,589322.098,1986219.318,3.370
731,Aegerten,1065678.491,3591650.455,3.370
6605,Bardonnex,2757919.361,9292365.491,3.369
2582,Rickenbach (SO),754398.067,2541506.746,3.369
2211,Neyruz (FR),750005.670,2525549.081,3.367
756,Twann-Tüscherz,870229.651,2930145.765,3.367
6451,Cornaux,752671.128,2533545.456,3.366
979,Herzogenbuchsee,2638323.534,8880665.086,3.366
717,Valbirse,1507317.598,5073016.936,3.366
9073,Thunersee,5866655.456,19740822.953,3.365
412,Kirchberg (BE),3030986.279,10198715.845,3.365
5422,Aubonne,3467977.904,11666949.754,3.364
90,Niederhasli,2915229.625,9807229.436,3.364
6730,Val Terbi,4146439.867,13948140.364,3.364
3102,Gonten,2273598.033,7647390.313,3.364
5423,Ballens,1516760.824,5101346.614,3.363
332,Madiswil,2579407.665,8675072.168,3.363
4170,Laufenburg,3145931.945,10580334.985,3.363
4691,Münsterlingen,2395838.246,8057019.250,3.363
883,Seftigen,1059936.066,3564288.012,3.363
4080,Villmergen,3565501.294,11988714.297,3.362
2029,Montagny (FR),763669.272,2566539.888,3.361
628,Zäziwil,765021.919,2570597.828,3.360
6113,Salgesch,765194.717,2571116.223,3.360
7,Knonau,765366.865,2571632.665,3.360
2516,Deitingen,765366.865,2571632.665,3.360
5939,Yvonand,765366.865,2571632.665,3.360
31,Henggart,765366.865,2571632.665,3.360
6757,Saignelégier,765366.865,2571632.665,3.360
5766,Vuiteboeuf,765366.865,2571632.665,3.360
6455,Le Landeron,765366.865,2571632.665,3.360
1023,Ballwil,765366.865,2571632.665,3.360
434,Courtelary,765366.865,2571632.665,3.360
491,Brüttelen,765366.865,2571632.665,3.360
995,Wiedlisbach,765366.865,2571632.665,3.360
2849,Itingen,765366.865,2571632.665,3.360
554,Wiler bei Utzenstorf,765366.865,2571632.665,3.360
2055,Cheyres-Châbles,765366.865,2571632.665,3.360
971,Attiswil,765366.865,2571632.665,3.360
5425,Bière,765366.865,2571632.665,3.360
4132,Birrwil,765366.865,2571632.665,3.360
605,Bowil,765366.865,2571632.665,3.360
6287,Randa,765366.865,2571632.665,3.360
2186,Cottens (FR),765366.865,2571632.665,3.360
4237,Oberrüti,765366.865,2571632.665,3.360
6753,Muriaux,1530733.729,5143265.331,3.360
1403,Giswil,766042.957,2573660.942,3.360
1,Aeugst am Albis,2883743.963,9687400.612,3.359
1136,Menznau,767467.349,2577934.118,3.359
5711,Commugny,1237264.970,4155010.651,3.358
983,Oberbipp,1277789.997,4291008.064,3.358
5236,Collina d'Oro,3726782.549,12513787.750,3.358
6709,Courroux,2291731.033,7694469.115,3.357
5498,La Sarraz,771037.518,2588644.625,3.357
2257,Cressier (FR),771196.001,2589120.075,3.357
5884,Corsier-sur-Vevey,3787343.737,12710956.557,3.356
2011,Cugy (FR),774444.318,2598865.024,3.356
213,Brütten,1451695.752,4871422.034,3.356
5415,Yvorne,1570346.147,5269558.242,3.356
1025,Ermensee,959436.257,3219128.275,3.355
1104,Triengen,2096775.218,7034380.481,3.355
3408,Uzwil,5209845.205,17475909.653,3.354
497,Lüscherz,777532.656,2608130.038,3.354
6452,Cressier (NE),778062.601,2609719.875,3.354
2493,Lostorf,3024324.006,10143884.975,3.354
68,Rorbas,1928533.688,6466288.029,3.353
723,La Neuveville,633018.706,2122229.412,3.353
4590,Hüttlingen,782474.181,2622954.614,3.352
992,Wangen an der Aare,852842.988,2858757.749,3.352
2786,Grellingen,786186.141,2634090.493,3.350
791,Boltigen,786853.240,2636091.792,3.350
5725,Prangins,2612029.602,8749815.839,3.350
3201,Häggenschwil,215094.850,720525.824,3.350
5639,Lully (VD),1174845.299,3933916.461,3.348
5688,Syens,891684.312,2985711.878,3.348
3789,Sils im Engadin/Segl,3123720.440,10458206.027,3.348
2584,Starrkirch-Wil,723044.534,2420350.412,3.347
1094,Nottwil,2682706.855,8974648.992,3.345
5522,Fey,799175.390,2673058.242,3.345
323,Bannwil,799192.061,2673108.254,3.345
6609,Cartigny,2318932.513,7755789.957,3.345
2145,Le Pâquier (FR),800870.286,2678145.649,3.344
3784,Pontresina,4596531.917,15369632.634,3.344
6007,Naters,6540300.528,21857881.772,3.342
3752,Samnaun,4097056.146,13692122.995,3.342
2542,Bellach,2625957.110,8774207.319,3.341
5477,Cossonay,2370941.270,7920521.061,3.341
619,Oberdiessbach,812559.358,2713210.146,3.339
4255,Mumpf,1327632.740,4431873.505,3.338
586,Lütschental,815040.224,2720652.743,3.338
784,Innertkirchen,2135118.642,7123439.870,3.336
246,Oetwil an der Limmat,919590.841,3065528.901,3.334
6288,Saas-Almagell,2490500.587,8301199.309,3.333
4181,Wittnau,1663573.759,5541785.420,3.331
6635,Presinge,2037228.173,6786292.503,3.331
1502,Buochs,2765616.666,9212303.750,3.331
5180,Cureglia,981482.584,3268314.750,3.330
6253,Crans-Montana,11582167.925,38567572.606,3.330
6615,Collex-Bossy,2164847.929,7208576.709,3.330
6629,Meinier,2785903.526,9274216.158,3.329
4072,Niederwil (AG),2016134.431,6709287.601,3.328
4545,Diessenhofen,1681886.869,5596724.750,3.328
5743,Arnex-sur-Orbe,842688.827,2803598.551,3.327
1033,Inwil,1960598.554,6521890.912,3.326
4131,Beinwil am See,844881.605,2810176.885,3.326
4253,Magden,1674359.475,5567787.044,3.325
2274,Muntelier,331830.954,1102898.089,3.324
5240,Val Mara,3223207.781,10710522.278,3.323
5655,Yens,854339.361,2838550.155,3.323
295,Horgen,8897481.281,29556094.693,3.322
2774,Schönenbuch,610974.972,2029269.583,3.321
93,Oberweningen,364959.263,1211978.357,3.321
2620,Meltingen,563052.602,1869205.844,3.320
499,Siselen,303950.163,1008981.614,3.320
2401,Egerkingen,2060154.129,6837555.469,3.319
100,Stadel,2148572.627,7129151.132,3.318
6626,Jussy,3707172.844,12296542.468,3.317
4202,Meisterschwanden,1532917.443,5083996.613,3.317
6219,Vernayaz,870711.075,2887665.296,3.316
2499,Stüsslingen,2184037.661,7242593.715,3.316
4209,Seon,1744709.838,5785193.657,3.316
5892,Blonay - Saint-Légier,7068389.542,23433657.880,3.315
4471,Bischofszell,1982564.144,6569613.255,3.314
6141,Saxon,880551.861,2917187.655,3.313
6290,Saas-Fee,4215578.661,13962686.639,3.312
5721,Gland,3324296.618,11010600.812,3.312
2121,Haut-Intyamon,3335942.593,11048726.716,3.312
4646,Ermatingen,1779168.588,5888569.908,3.310
219,Elsau,3007822.325,9950167.168,3.308
113,Dürnten,3954759.545,13079086.246,3.307
2422,Balsthal,3446957.799,11398824.671,3.307
762,Diemtigen,793270.466,2622008.160,3.305
4891,Berg (TG),1806265.801,5969861.545,3.305
4229,Bünzen,187786.633,620638.947,3.305
5208,Origlio,1317454.603,4353077.892,3.304
2479,Rodersdorf,907185.197,2997087.663,3.304
4065,Dottikon,888262.648,2934466.844,3.304
1630,Glarus Nord,11825456.916,39062605.932,3.303
152,Herrliberg,2758419.222,9111093.358,3.303
5406,Lavey-Morcles,426423.780,1407905.807,3.302
331,Lotzwil,1461463.118,4825200.537,3.302
2785,Duggingen,1301861.338,4297037.787,3.301
5728,Signy-Avenex,1069837.324,3531095.358,3.301
584,Lauterbrunnen,11885610.193,39223256.791,3.300
3298,Walenstadt,1058447.170,3492455.425,3.300
4207,Schafisheim,1810711.017,5972211.392,3.298
25,Dachsen,926799.247,3055929.811,3.297
2063,Billens-Hennens,974723.080,3212436.137,3.296
94,Otelfingen,1825499.631,6015569.442,3.295
1026,Eschenbach (LU),1119929.779,3690277.875,3.295
3426,Zuzwil (SG),2820444.717,9292640.933,3.295
2175,Belfaux,1774046.097,5844296.023,3.294
889,Thurnen,936753.928,3085793.856,3.294
4197,Hallwil,956598.462,3151072.807,3.294
224,Pfungen,966460.316,3182930.913,3.293
5216,Pura,1498940.684,4936165.719,3.293
2421,Aedermannsdorf,795266.778,2618194.571,3.292
607,Freimettigen,163700.061,538829.756,3.292
181,Wila,1157960.991,3811134.735,3.291
1402,Engelberg,5291287.668,17414172.135,3.291
4303,Böttstein,2856986.083,9401637.769,3.291
2554,Riedholz,1871931.090,6159897.223,3.291
7009,Gamprin,3178878.043,10459431.544,3.290
6708,Courrendlin,3188194.033,10489584.270,3.290
1137,Nebikon,951396.452,3129721.427,3.290
35,Marthalen,1008946.060,3317642.266,3.288
5611,Savigny,3727285.124,12256121.324,3.288
2406,Oberbuchsiten,959432.977,3153831.001,3.287
603,Biglen,962325.073,3162507.289,3.286
3986,Tujetsch,2899897.243,9526287.942,3.285
4262,Wegenstetten,968029.154,3179619.534,3.285
6641,Troinex,1925177.408,6321346.786,3.284
3291,Bad Ragaz,3485495.385,11441961.747,3.283
5882,Chardonne,1323527.802,4344508.799,3.283
4111,Riniken,1449881.198,4758980.629,3.282
492,Erlach,980069.277,3215739.901,3.281
5752,Croy,367082.086,1204226.175,3.281
3293,Mels,7182788.692,23557553.291,3.280
194,Greifensee,1008579.376,3306547.037,3.278
1099,Schenkon,2241223.166,7346237.238,3.278
2235,La Sonnaz,530792.131,1739701.546,3.278
2208,Matran,1396590.036,4576467.813,3.277
944,Uetendorf,2195676.655,7194802.909,3.277
2904,Neunkirch,1009922.438,3308933.593,3.276
6215,Massongex,999632.491,3274429.545,3.276
5675,Lucens,1000591.706,3277307.189,3.275
5409,Ollon,15337377.776,50216146.743,3.274
1083,Buttisholz,2953683.915,9667795.017,3.273
2216,Pierrafortscha,725603.520,2374984.916,3.273
4023,Bergdietikon,1805027.923,5908065.947,3.273
1311,Gersau,2621478.681,8576423.508,3.272
3619,Ilanz/Glion,4229294.883,13836473.818,3.272
9149,Bielersee (BE),2373470.465,7763623.439,3.271
418,Oberburg,963063.198,3149639.938,3.270
4591,Matzingen,2010891.759,6576413.046,3.270
3882,Küblis,921215.305,3012318.202,3.270
1088,Hildisrieden,1020789.942,3337901.899,3.270
2325,Châtel-Saint-Denis,1020940.447,3338353.413,3.270
6638,Satigny,8526903.814,27879113.924,3.270
869,Kaufdorf,1024026.051,3347610.223,3.269
2520,Halten,687278.016,2246712.589,3.269
227,Seuzach,2998163.354,9797750.096,3.268
884,Toffen,1030117.771,3365885.386,3.267
3112,Schwende-Rüte,4052261.507,13237332.827,3.267
1710,Walchwil,2067977.073,6754995.362,3.266
5931,Treycovagnes,614785.664,2007932.387,3.266
311,Schüpfen,1039051.473,3392686.490,3.265
5514,Bottens,1040898.936,3398228.879,3.265
4311,Leibstadt,1040898.936,3398228.879,3.265
5816,Corcelles-près-Payerne,1041719.116,3400689.420,3.264
2580,Kappel (SO),1050241.506,3426256.590,3.262
67,Rafz,2105003.098,6866073.438,3.262
2239,Grolley-Ponthaux,1052952.388,3434389.235,3.262
11,Ottenbach,1408874.214,4594730.865,3.261
3762,Scuol,8654253.111,28223175.650,3.261
902,Langnau im Emmental,4157038.106,13556482.515,3.261
928,Heimberg,2064642.761,6730858.048,3.260
2174,Avry,2097924.879,6838074.402,3.259
37,Ossingen,1064268.909,3468338.797,3.259
3791,Zuoz,1066747.088,3475773.337,3.258
6199,Raron,1073796.851,3496922.624,3.257
2527,Luterbach,1841186.662,5995186.390,3.256
2461,Schnottwil,1080060.058,3515712.246,3.255
6254,Noble-Contrée,2787548.671,9072661.681,3.255
623,Rubigen,1083854.202,3527094.678,3.254
4561,Felben-Wellhausen,1976146.995,6429966.278,3.254
3832,Grono,2226860.540,7244460.887,3.253
1401,Alpnach,2182211.338,7097698.158,3.253
177,Pfäffikon,5200149.864,16912269.969,3.252
216,Dinhard,1709903.879,5560097.827,3.252
5716,Eysins,1097826.859,3569488.250,3.251
2532,Subingen,1096259.689,3564311.139,3.251
2476,Hofstetten-Flüh,2015229.348,6551999.989,3.251
4421,Horn,1100776.354,3577861.135,3.250
4746,Münchwilen (TG),2349152.301,7632867.225,3.249
1150,Zell (LU),1106290.981,3594405.014,3.249
4411,Egnach,5366712.342,17432359.157,3.248
1706,Oberägeri,5358143.763,17400068.608,3.247
2427,Matzendorf,1292880.646,4197311.845,3.246
84,Dällikon,1117934.761,3629336.355,3.246
3217,Steinach,1510549.121,4901956.880,3.245
88,Neerach,1134970.005,3680442.088,3.243
2155,Vaulruz,1179468.565,3824213.449,3.242
2932,Beringen,2820569.169,9142623.059,3.241
72,Winkel,2285578.345,7407799.177,3.241
2403,Kestenholz,1142845.192,3704067.648,3.241
4711,Affeltrangen,1371595.970,4445168.025,3.241
763,Erlenbach im Simmental,1285022.385,4163934.535,3.240
5407,Leysin,2905248.660,9413743.425,3.240
409,Hindelbank,1149411.699,3723767.168,3.240
5714,Crassier,851171.025,2757116.405,3.239
387,Lengnau (BE),1394661.894,4515216.967,3.237
3274,Sennwald,6349880.547,20557113.253,3.237
9040,Greifensee,988120.553,3198452.259,3.237
4656,Güttingen,1172119.623,3791890.940,3.235
7011,Schellenberg,1799040.193,5818902.293,3.234
740,Ligerz,444418.637,1437415.312,3.234
446,Tramelan,2351501.913,7605569.883,3.234
360,Wohlen bei Bern,8197892.517,26510116.626,3.234
4761,Sirnach,4544639.744,14693457.596,3.233
4039,Remetschwil,1215717.972,3930371.995,3.233
3572,Falera,1839969.350,5948096.187,3.233
3104,Schlatt-Haslen,610174.266,1972313.537,3.232
4254,Möhlin,2736501.166,8841264.748,3.231
769,Wimmis,1197864.963,3869126.960,3.230
6710,Courtételle,1437403.755,4641558.747,3.229
4571,Gachnang,3351417.714,10813920.088,3.227
6512,Val-de-Travers,8524776.554,27503054.161,3.226
5561,Grandson,2426194.379,7827487.959,3.226
117,Hinwil,4758923.202,15350246.385,3.226
5799,Servion,2452045.329,7907200.130,3.225
1081,Beromünster,5970569.834,19253210.875,3.225
744,Orpund,1561913.301,5035986.176,3.224
2953,Siblingen,1232922.636,3974299.979,3.223
61,Hüntwangen,639295.880,2060624.456,3.223
4831,Müllheim,1646804.384,5307439.490,3.223
6808,Clos du Doubs,1240070.803,3995744.481,3.222
4169,Kaisten,2872403.489,9253938.238,3.222
905,Rüderswil,1710357.094,5509695.741,3.221
3407,Oberuzwil,2639884.831,8502499.976,3.221
6784,Courgenay,1259263.739,4053323.290,3.219
345,Wynau,479527.296,1543122.109,3.218
3393,Lütisburg,635678.973,2044707.006,3.217
1404,Kerns,2970234.452,9552907.688,3.216
5266,Stabio,2602360.759,8369408.339,3.216
4222,Aristau,1277803.425,4108383.436,3.215
9,Mettmenstetten,1280504.174,4117044.592,3.215
552,Utzenstorf,1492550.450,4796660.147,3.214
111,Bäretswil,2589981.607,8321008.964,3.213
2117,Villaz,1302159.840,4182011.592,3.212
3273,Grabs,4000103.081,12843678.278,3.211
3723,Rhäzüns,1314041.215,4217655.716,3.210
4200,Hunzenschwil,1314544.828,4219161.590,3.210
5634,Echichens,2989991.707,9596293.167,3.209
2305,Schmitten (FR),1181718.064,3791663.516,3.209
4318,Schneisingen,1467784.203,4709369.933,3.208
5503,Vufflens-la-Ville,1317939.926,4228263.645,3.208
2618,Himmelried,1323827.629,4247014.960,3.208
3822,Mesocco,1324837.479,4250044.507,3.208
749,Studen (BE),1330350.704,4266584.182,3.207
5761,Romainmôtier-Envy,848242.411,2717279.389,3.203
5199,Mezzovico-Vira,1355412.922,4341770.838,3.203
3276,Wartau,2611229.888,8364031.804,3.203
3788,S-chanf,1357048.746,4346678.309,3.203
1214,Seedorf (UR),1363928.066,4367316.269,3.202
2124,Broc,1396516.964,4470485.618,3.201
4324,Zurzach,4700111.370,15045120.471,3.201
1143,Schötz,1374196.030,4398120.160,3.201
4041,Stetten (AG),1375286.708,4401392.195,3.200
4185,Böztal,2755605.347,8817880.183,3.200
3275,Sevelen,2710706.732,8673862.428,3.200
6413,Rochefort,1886052.636,6034446.554,3.200
5646,Saint-Prex,1649516.622,5276269.275,3.199
3395,Bütschwil-Ganterschwil,4044954.313,12936123.227,3.198
3037,Walzenhausen,1360680.251,4350109.311,3.197
6139,Riddes,1401660.874,4480514.692,3.197
2321,Attalens,1551489.647,4954177.192,3.193
4536,Basadingen-Schlattingen,1429994.630,4565515.960,3.193
909,Trubschachen,1431799.739,4570931.289,3.192
3031,Grub (AR),1559607.264,4978351.610,3.192
4864,Steckborn,1216881.902,3882342.416,3.190
2974,Wilchingen,1417939.094,4522140.690,3.189
1037,Rain,1464723.407,4670867.081,3.189
5830,Villarzel,1447816.321,4615827.128,3.188
4476,Erlen,1469295.061,4683417.255,3.188
101,Steinmaur,1474544.310,4699165.001,3.187
2068,Châtonnaye,1469778.056,4683506.033,3.187
2338,La Verrerie,787845.417,2509367.350,3.185
4724,Eschlikon,1488879.547,4742170.712,3.185
6292,St. Niklaus,2992367.276,9528165.972,3.184
667,Laupen,1444655.315,4598840.341,3.183
6487,Val-de-Ruz,10196026.663,32455575.140,3.183
2402,Härkingen,1622946.698,5165809.341,3.183
4551,Aadorf,3015187.803,9597123.023,3.183
5397,Centovalli,1477106.671,4700632.344,3.182
3202,Muolen,1515918.739,4823288.288,3.182
223,Neftenbach,3231135.803,10279261.352,3.181
1503,Dallenwil,1204052.867,3830256.215,3.181
5206,Neggio,488890.127,1554365.921,3.179
6283,Embd,1135769.825,3610625.716,3.179
3338,Schmerikon,1541463.045,4899921.206,3.179
298,Wiesendangen,2211076.053,7027976.076,3.179
1632,Glarus,4689744.516,14904970.582,3.178
5540,Montilliez,1570789.218,4987899.726,3.175
4806,Eschenz,1574680.217,4999644.024,3.175
2477,Metzerlen-Mariastein,1325839.152,4209354.221,3.175
3423,Niederhelfenschwil,3164132.699,10043462.241,3.174
2895,Waldenburg,1122817.691,3563486.968,3.174
2529,Oekingen,335058.489,1062969.401,3.172
297,Bauma,3041985.961,9648527.376,3.172
6637,Russin,1606640.527,5095453.653,3.171
86,Dielsdorf,1844847.467,5850754.592,3.171
4501,Kradolf-Schönenberg,1613250.673,5115284.090,3.171
225,Rickenbach (ZH),917059.576,2907494.336,3.170
2793,Zwingen,1617156.804,5127002.482,3.170
6135,Leytron,1620893.842,5138213.596,3.170
4641,Altnau,1496226.318,4742989.216,3.170
2053,Belmont-Broye,1623605.544,5146348.702,3.170
5410,Ormont-Dessous,1625717.336,5152684.081,3.169
2404,Neuendorf,1741705.937,5518647.047,3.169
2304,St. Ursen,1651884.473,5233192.480,3.168
608,Grosshöchstetten,1640522.625,5197099.945,3.168
5926,Pomy,870719.546,2757747.007,3.167
1705,Neuheim,1648251.393,5220286.249,3.167
5072,Faido,4713627.629,14920830.177,3.165
1030,Hitzkirch,4617441.511,14613633.314,3.165
5905,Champvent,1678167.784,5310035.423,3.164
6022,Chamoson,1682751.027,5323785.152,3.164
1128,Ettiswil,2545899.999,8049362.117,3.162
6204,Steg-Hohtenn,1240044.550,3920461.876,3.162
443,Saint-Imier,1998933.478,6319558.853,3.161
4121,Villigen,1676703.724,5300813.550,3.161
5727,Saint-Cergue,1802108.537,5696250.773,3.161
843,Saanen,6508384.053,20570672.614,3.161
2920,Thayngen,1722295.960,5442419.952,3.160
6057,Fiesch,1727697.790,5458625.440,3.159
392,Pieterlen,1727905.155,5459248.529,3.159
4186,Herznach-Ueken,1728629.254,5461419.834,3.159
3542,Albula/Alvra,4847101.522,15313318.718,3.159
5803,Vulliens,629088.189,1987079.745,3.159
4511,Zihlschlacht-Sitterdorf,1498866.515,4733738.525,3.158
3392,Kirchberg (SG),5156372.151,16284534.455,3.158
2622,Zullwil,604201.175,1908087.557,3.158
3007,Waldstatt,1766168.836,5576273.716,3.157
632,Wichtrach,1764042.348,5567659.116,3.156
1121,Alberswil,896620.463,2829263.410,3.155
2299,Plaffeien,5597690.818,17660943.589,3.155
2572,Däniken,1846000.893,5823645.750,3.155
1127,Egolzwil,282604.026,891418.502,3.154
5249,Castel San Pietro,1935177.734,6103716.038,3.154
1125,Dagmersellen,1795388.902,5661698.777,3.153
2455,Lüterkofen-Ichertswil,204434.019,644659.265,3.153
1091,Mauensee,1028045.936,3241571.010,3.153
2613,Breitenbach,1805152.081,5690988.315,3.153
6240,Lens,3794451.150,11959454.697,3.152
3342,Eschenbach (SG),9956747.874,31374502.493,3.151
5097,Brissago,1825486.339,5751991.088,3.151
357,Oberbalm,930178.966,2930728.814,3.151
6119,Turtmann-Unterems,1225717.691,3861146.349,3.150
6023,Conthey,3739558.988,11779372.899,3.150
1505,Ennetbürgen,1841018.352,5798587.127,3.150
6021,Ardon,1059572.116,3337277.715,3.150
5451,Avenches,1940662.708,6112345.482,3.150
2292,Brünisried,977666.884,3078850.822,3.149
3972,Seewis im Prättigau,472773.294,1488397.214,3.148
3961,Grüsch,1388830.334,4371945.741,3.148
1008,Schüpfheim,1872329.886,5892521.730,3.147
2328,Granges (Veveyse),1160623.341,3652550.414,3.147
3256,Rüthi (SG),1882927.682,5924315.116,3.146
2054,Estavayer,4360526.645,13717942.408,3.146
903,Lauperswil,1625732.055,5113669.121,3.145
4841,Pfyn,1862333.582,5855600.580,3.144
5693,Montanaire,3215696.140,10108761.466,3.144
610,Herbligen,160053.818,503050.058,3.143
4546,Schlatt (TG),1927869.251,6059139.823,3.143
3352,Ebnat-Kappel,1950492.907,6127010.793,3.141
1370,Rothenthurm,1956700.572,6145633.786,3.141
573,Brienz (BE),1249126.068,3922511.024,3.140
1062,Malters,2295445.631,7208003.944,3.140
626,Walkringen,1978333.716,6210533.219,3.139
3982,Disentis/Mustér,1982924.221,6224304.735,3.139
301,Aarberg,1994206.536,6258151.678,3.138
292,Stammheim,2010564.266,6307224.868,3.137
4921,Bussnang,4016173.788,12597782.525,3.137
341,Schwarzhäusern,104328.804,327145.082,3.136
3401,Degersheim,2037269.407,6387340.291,3.135
2478,Nuglar-St. Pantaleon,1845763.327,5786715.223,3.135
411,Kernenried,417397.759,1308441.429,3.135
4313,Leuggern,2689081.689,8428523.622,3.134
4851,Salenstein,1285333.805,4028307.930,3.134
34,Laufen-Uhwiesen,1346782.026,4220526.464,3.134
2833,Seltisberg,1444401.498,4526349.993,3.134
4951,Wigoltingen,1377745.384,4317273.957,3.134
4683,Lengwil,2066903.715,6476243.217,3.133
3233,Berneck,1767848.574,5539210.560,3.133
172,Fehraltorf,2150476.067,6737866.275,3.133
2250,Courgevaux,315468.047,988344.750,3.133
662,Ferenbalm,2081584.889,6520286.739,3.132
39,Thalheim an der Thur,914427.024,2863959.026,3.132
294,Elgg,2126778.612,6655867.906,3.130
6111,Leukerbad,2140737.953,6697745.931,3.129
2621,Nunningen,2183102.839,6824840.587,3.126
120,Wald (ZH),3606869.461,11273213.132,3.125
4431,Roggwil (TG),2269317.528,7088041.980,3.123
855,Schwarzenburg,6474699.672,20222688.590,3.123
2135,Gruyères,2380254.822,7432982.013,3.123
879,Riggisberg,2257528.741,7048118.294,3.122
2495,Niedergösgen,1456582.931,4542296.170,3.118
561,Adelboden,6782981.910,21146432.917,3.118
5395,Lema,4707338.102,14673078.447,3.117
2480,Seewen,2360491.411,7357006.304,3.117
5398,Gambarogno,9333761.439,29088592.409,3.116
1069,Weggis,2384159.950,7428011.920,3.116
3424,Oberbüren,4144779.924,12911427.376,3.115
5636,Etoy,2139438.488,6663418.395,3.115
2556,Selzach,2418978.391,7532467.245,3.114
4194,Dintikon,1087799.391,3386559.026,3.113
5859,Mont-sur-Rolle,1525310.801,4747342.706,3.112
1511,Wolfenschiessen,2431453.530,7566743.076,3.112
6604,Avusy,1884079.487,5862889.406,3.112
4125,Schinznach,2520273.819,7839491.196,3.111
2262,Gurmels,2499187.640,7773094.991,3.110
4279,Murgenthal,2299507.957,7151210.250,3.110
954,Huttwil,2695097.849,8379926.657,3.109
228,Turbenthal,1613121.120,5015411.207,3.109
907,Signau,2900652.853,9016549.744,3.108
5831,Valbroye,2554242.497,7938259.563,3.108
1373,Steinen,2571481.635,7989976.976,3.107
5238,Monteceneri,2615621.645,8122397.005,3.105
6293,Stalden (VS),2225531.713,6909287.984,3.105
5263,Riva San Vitale,2143288.701,6653077.923,3.104
4,Hausen am Albis,2654757.672,8239805.087,3.104
303,Grossaffoltern,2664128.811,8267918.505,3.103
2097,Rue,2675350.905,8301584.786,3.103
5239,Tresa,7187365.850,22292354.938,3.102
3396,Neckertal,5453391.425,16911777.832,3.101
4941,Märstetten,2735019.784,8480591.423,3.101
5048,Acquarossa,2740129.713,8495921.210,3.101
982,Niederönz,766573.375,2374924.577,3.098
6620,Dardagny,2909329.155,9010923.754,3.097
1510,Stansstad,2849117.956,8822885.939,3.097
668,Mühleberg,2852605.687,8833349.132,3.097
3313,Kaltbrunn,2888499.725,8941031.247,3.095
4239,Sins,2731982.647,8456152.447,3.095
3034,Rehetobel,2731727.975,8453660.919,3.095
1508,Oberdorf (NW),2062434.587,6382070.140,3.094
792,Lenk,2970921.318,9188296.025,3.093
58,Glattfelden,2496361.919,7712587.809,3.090
3543,Surses,5927505.400,18311637.046,3.089
4306,Fisibach,491226.050,1517276.600,3.089
6010,Termen,1187828.374,3668813.395,3.089
4666,Kemmental,3112103.384,9611842.223,3.089
182,Wildberg,1269891.827,3921546.961,3.088
4031,Künten,934710.756,2885641.196,3.087
307,Meikirch,2674033.009,8254621.498,3.087
2306,Tafers,5255536.983,16216948.999,3.086
57,Freienstein-Teufen,1395437.520,4305823.672,3.086
59,Hochfelden,499268.076,1540473.503,3.085
2887,Lampenberg,801339.176,2472465.227,3.085
3272,Gams,3251843.308,10031061.996,3.085
2236,Gibloux,3276353.329,10104592.057,3.084
5715,Duillier,1242251.138,3830531.544,3.084
3951,Fläsch,443079.529,1365350.533,3.082
1209,Gurtnellen,3295159.817,10153700.709,3.081
1140,Reiden,3572954.482,11008665.927,3.081
4172,Münchwilen (AG),663901.098,2044584.447,3.080
3038,Wolfhalden,1406423.022,4331178.494,3.080
6810,La Baroche,3551285.121,10929387.435,3.078
5269,Breggia,3563379.912,10962632.238,3.076
1097,Rickenbach (LU),832992.687,2562520.055,3.076
880,Rüeggisberg,3689755.052,11344797.227,3.075
5568,Sainte-Croix,3731871.991,11471148.045,3.074
3946,Untervaz,1107239.478,3402941.462,3.073
957,Sumiswald,3799748.874,11674778.694,3.073
3002,Hundwil,1420633.146,4362835.094,3.071
1001,Doppleschwand,80198.897,246215.542,3.070
5744,Ballaigues,1625549.459,4989626.826,3.070
6156,Troistorrents,3984179.377,12228070.202,3.069
3582,Schluein,1102874.487,3383814.788,3.068
6232,Chalais,2591495.171,7950396.828,3.068
5862,Tartegnin,374452.714,1148605.288,3.067
2276,Ried bei Kerzers,906971.707,2782066.562,3.067
4124,Bözberg,4166140.530,12773953.663,3.066
6025,Vétroz,1809710.575,5546102.431,3.065
3237,Thal,3163403.369,9693999.886,3.064
3731,Felsberg,1183589.706,3626250.822,3.064
5856,Essertines-sur-Rolle,852387.888,2610692.667,3.063
5496,Penthaz,553119.609,1693571.195,3.062
372,Evilard,1780413.740,5450910.418,3.062
1631,Glarus Süd,9258637.050,28337613.995,3.061
6265,Savièse,4556688.915,13945598.816,3.060
6198,Niedergesteln,1073851.303,3286139.606,3.060
2842,Böckten,483974.965,1480733.727,3.060
