bfs_nummer,gemeinde,total_area,score_sum,mean_score
5430,Marchissy,444089.768,888179.535,2.000
5434,Saint-George,963134.682,1926269.364,2.000
5435,Saint-Livres,472449.448,944898.895,2.000
5436,Saint-Oyens,275532.071,551064.143,2.000
5437,Saubraz,275532.071,551064.143,2.000
5456,Cudrefin,551064.143,1102128.285,2.000
5458,Faoug,275532.071,551064.143,2.000
5464,Vully-les-Lacs,819729.642,1639459.284,2.000
5471,Bettens,458976.798,917953.595,2.000
5472,Bournens,393721.141,787442.281,2.000
5473,Boussens,527511.770,1055023.540,2.000
5480,Daillens,548186.420,1096372.839,2.000
5482,Eclépens,1063548.512,2127097.024,2.000
5485,Grancy,499915.328,999830.655,2.000
5486,L'Isle,513485.080,1026970.161,2.000
5489,Mex (VD),831322.788,1662645.576,2.000
5492,Montricher,916965.918,1833931.836,2.000
5493,Orny,20489.349,40978.698,2.000
562,Aeschi bei Spiez,2875252.160,5750504.319,2.000
5497,Pompaples,473734.081,947468.161,2.000
565,Kandersteg,1571844.564,3143689.127,2.000
566,Krattigen,739265.003,1478530.007,2.000
5413,Roche (VD),887242.676,1774485.351,2.000
579,Habkern,790545.035,1581090.070,2.000
5203,Morcote,2132078.893,4264157.786,2.000
615,Mirchel,344.946,689.892,2.000
592,Schwanden bei Brienz,889147.817,1778295.634,2.000
589,Oberried am Brienzersee,386315.535,772631.071,2.000
588,Niederried bei Interlaken,167652.153,335304.305,2.000
5230,Vernate,682061.972,1364123.943,2.000
5233,Vico Morcote,565803.443,1131606.886,2.000
5237,Alto Malcantone,2551056.525,5102113.050,2.000
585,Leissigen,400577.375,801154.751,2.000
582,Iseltwald,953177.802,1906355.605,2.000
580,Hofstetten bei Brienz,910091.578,1820183.157,2.000
575,Därligen,499991.341,999982.681,2.000
567,Reichenbach im Kandertal,457748.444,915496.888,2.000
574,Brienzwiler,669281.064,1338562.128,2.000
5287,Riviera,5160747.542,10321495.085,2.000
5310,Cevio,1811293.069,3622586.137,2.000
5317,Maggia,2444071.359,4888142.718,2.000
5324,Avegno Gordevio,1025473.732,2050947.464,2.000
572,Bönigen,1020319.366,2040638.732,2.000
5403,Chessel,551064.143,1102128.285,2.000
5404,Corbeyrier,5626.651,11253.302,2.000
5405,Gryon,1522175.640,3044351.279,2.000
571,Beatenberg,3337161.450,6674322.900,2.000
5411,Ormont-Dessus,4415415.987,8830831.974,2.000
4606,Stettfurt,1160473.278,2320946.556,2.000
4601,Neunforn,692323.950,1384647.901,2.000
766,Oberwil im Simmental,572140.489,1144280.977,2.000
767,Reutigen,1314027.433,2628054.866,2.000
4099,Habsburg,378169.404,756338.809,2.000
945,Unterlangenegg,1670574.429,3341148.858,2.000
4105,Mandach,275532.071,551064.143,2.000
4106,Mönthal,289282.219,578564.438,2.000
4110,Remigen,924217.541,1848435.082,2.000
4117,Thalheim (AG),548724.214,1097448.429,2.000
4122,Villnachern,806193.779,1612387.557,2.000
943,Uebeschi,1200245.744,2400491.489,2.000
4134,Dürrenäsch,1110377.954,2220755.907,2.000
4136,Holziken,552523.415,1105046.830,2.000
936,Pohlern,1159325.333,2318650.666,2.000
4138,Leutwil,563239.500,1126479.000,2.000
935,Oberlangenegg,254818.094,509636.187,2.000
931,Homberg,59867.196,119734.392,2.000
4142,Schlossrued,1361012.495,2722024.990,2.000
4143,Schmiedrued,1610430.624,3220861.249,2.000
927,Heiligenschwendi,1259178.249,2518356.498,2.000
925,Fahrni,1548316.096,3096632.193,2.000
923,Buchholterberg,1225778.456,2451556.912,2.000
922,Blumenstein,1384551.384,2769102.769,2.000
4161,Eiken,903937.398,1807874.796,2.000
921,Amsoldingen,1030888.791,2061777.582,2.000
4164,Gansingen,1072489.643,2144979.286,2.000
4173,Oberhof,1004327.216,2008654.432,2.000
4175,Oeschgen,665554.706,1331109.411,2.000
948,Forst-Längenbühl,1382282.134,2764564.269,2.000
4093,Birrhard,881565.606,1763131.213,2.000
951,Affoltern im Emmental,1102828.745,2205657.490,2.000
4064,Büttikon,633948.645,1267897.290,2.000
1068,Vitznau,1280909.701,2561819.402,2.000
1066,Schwarzenberg,2076886.879,4153773.757,2.000
1064,Meierskappel,1224574.076,2449148.152,2.000
1056,Greppen,392971.049,785942.098,2.000
1041,Schongau,1202206.946,2404413.891,2.000
1032,Hohenrain,2679516.291,5359032.582,2.000
1021,Aesch (LU),714561.597,1429123.194,2.000
1004,Flühli,5123603.787,10247207.575,2.000
4046,Wohlenschwil,852293.564,1704587.129,2.000
989,Thörigen,272409.959,544819.918,2.000
988,Seeberg,2658517.328,5317034.655,2.000
4066,Eggenwil,351381.381,702762.761,2.000
952,Dürrenroth,1267533.213,2535066.426,2.000
4067,Fischbach-Göslikon,814239.246,1628478.492,2.000
4068,Hägglingen,812140.480,1624280.960,2.000
980,Inkwil,458729.937,917459.874,2.000
977,Heimenhausen,1007387.608,2014775.217,2.000
973,Bettenhausen,1018208.333,2036416.666,2.000
960,Wyssachen,55296.247,110592.494,2.000
4076,Sarmenstorf,957010.020,1914020.040,2.000
4077,Tägerig,784885.117,1569770.233,2.000
4078,Uezwil,387399.709,774799.419,2.000
958,Trachselwald,470.244,940.489,2.000
953,Eriswil,1029742.985,2059485.970,2.000
4176,Schwaderloch,275532.071,551064.143,2.000
4177,Sisseln,947504.238,1895008.477,2.000
4182,Wölflinswil,762841.369,1525682.738,2.000
853,Rüschegg,2107868.177,4215736.355,2.000
4273,Bottenwil,727755.445,1455510.889,2.000
4274,Brittnau,2444399.953,4888799.906,2.000
4275,Kirchleerau,659373.505,1318747.010,2.000
4276,Kölliken,637041.479,1274082.957,2.000
4277,Moosleerau,497384.532,994769.065,2.000
4281,Reitnau,983125.545,1966251.091,2.000
4283,Safenwil,533707.800,1067415.600,2.000
4284,Staffelbach,776007.465,1552014.929,2.000
4286,Uerkheim,1815852.011,3631704.022,2.000
4287,Vordemwald,1787495.097,3574990.194,2.000
866,Gerzensee,992637.242,1985274.484,2.000
4307,Full-Reuenthal,946516.420,1893032.840,2.000
4263,Zeiningen,1025479.721,2050959.443,2.000
852,Guggisberg,2745158.134,5490316.267,2.000
841,Gsteig,1300967.227,2601934.454,2.000
4314,Mellikon,408470.312,816940.623,2.000
4319,Siglistorf,481495.902,962991.805,2.000
793,St. Stephan,892625.656,1785251.311,2.000
4406,Dozwil,304126.512,608253.025,2.000
4416,Hefenhofen,2074031.711,4148063.422,2.000
4441,Salmsach,401912.999,803825.998,2.000
4446,Sommeri,577434.722,1154869.445,2.000
770,Stocken-Höfen,2195135.418,4390270.836,2.000
4495,Hohentannen,96128.760,192257.520,2.000
4264,Zuzgen,826959.633,1653919.266,2.000
4261,Wallbach,325706.481,651412.961,2.000
4183,Zeihen,654876.878,1309753.757,2.000
4224,Beinwil (Freiamt),389.921,779.843,2.000
4184,Mettauertal,2615533.628,5231067.257,2.000
4191,Ammerswil,600796.373,1201592.746,2.000
908,Trub,1623935.904,3247871.807,2.000
4195,Egliswil,774672.462,1549344.924,2.000
906,Schangnau,794049.275,1588098.550,2.000
904,Röthenbach im Emmental,1439753.817,2879507.634,2.000
901,Eggiwil,3436645.572,6873291.144,2.000
4208,Seengen,1231251.240,2462502.480,2.000
888,Wald (BE),2290174.056,4580348.112,2.000
4221,Abtwil,654493.037,1308986.073,2.000
4223,Auw,839073.744,1678147.488,2.000
4226,Besenbüren,7120.410,14240.819,2.000
872,Kirchdorf (BE),688456.348,1376912.696,2.000
4227,Bettwil,459868.582,919737.164,2.000
886,Wattenwil,1442133.265,2884266.531,2.000
4231,Dietwil,679777.883,1359555.766,2.000
4232,Geltwil,754086.981,1508173.961,2.000
4235,Mühlau,275532.071,551064.143,2.000
4238,Rottenschwil,1011856.419,2023712.837,2.000
4240,Waltenschwil,867378.624,1734757.248,2.000
4251,Hellikon,701466.654,1402933.308,2.000
4257,Olsberg,582260.656,1164521.311,2.000
877,Niedermuhlern,595988.369,1191976.739,2.000
4259,Schupfart,587548.252,1175096.504,2.000
3312,Benken (SG),1538896.565,3077793.129,2.000
